dataset,window_tag,hidden,mode,bin,draw_source,n0_value,n_runs,mean_selected_count,mean_pairwise_jaccard,min_pairwise_jaccard,max_pairwise_jaccard,hidden_tag
FD002,W30_step1,10,windows,low,train,29,5,29.0,1.0,1.0,1.0,h10
FD002,W30_step1,10 10,sensors,low,train,1,5,1.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,sensors,low,train,2,5,2.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,sensors,low,train,3,5,3.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,sensors,low,train,4,5,4.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,sensors,low,train,5,5,5.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,sensors,low,train,6,5,6.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,sensors,low,train,7,5,7.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,sensors,low,train,8,5,8.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,sensors,low,train,9,5,9.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,sensors,low,train,10,5,10.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,sensors,low,train,11,5,11.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,sensors,low,train,12,5,12.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,sensors,low,train,13,5,13.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,sensors,low,train,14,5,14.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,sensors,low,train,15,5,15.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,sensors,low,train,16,5,16.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,sensors,low,train,17,5,17.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,sensors,low,train,18,5,18.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,sensors,low,train,19,5,19.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,sensors,low,train,20,5,20.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,windows,low,train,1,5,1.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,windows,low,train,2,5,2.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,windows,low,train,3,5,3.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,windows,low,train,4,5,4.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,windows,low,train,5,5,5.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,windows,low,train,6,5,6.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,windows,low,train,7,5,7.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,windows,low,train,8,5,8.0,0.9111111111111112,0.7777777777777778,1.0,h10_10
FD002,W30_step1,10 10,windows,low,train,9,5,9.0,0.92,0.8,1.0,h10_10
FD002,W30_step1,10 10,windows,low,train,10,5,10.0,0.9272727272727274,0.8181818181818182,1.0,h10_10
FD002,W30_step1,10 10,windows,low,train,11,5,11.0,0.876923076923077,0.6923076923076923,1.0,h10_10
FD002,W30_step1,10 10,windows,low,train,12,5,12.0,0.9384615384615383,0.8461538461538461,1.0,h10_10
FD002,W30_step1,10 10,windows,low,train,13,5,13.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,windows,low,train,14,5,14.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,windows,low,train,15,5,15.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,windows,low,train,16,5,16.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,windows,low,train,17,5,17.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,windows,low,train,18,5,18.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,windows,low,train,19,5,19.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,windows,low,train,20,5,20.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,windows,low,train,21,5,21.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,windows,low,train,22,5,22.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,windows,low,train,23,5,23.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,windows,low,train,24,5,24.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,windows,low,train,25,5,25.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,windows,low,train,26,5,26.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,windows,low,train,27,5,27.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,windows,low,train,28,5,28.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10,windows,low,train,29,5,29.0,1.0,1.0,1.0,h10_10
FD002,W30_step1,10 10 10,sensors,low,train,1,5,1.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,sensors,low,train,2,5,2.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,sensors,low,train,3,5,3.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,sensors,low,train,4,5,4.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,sensors,low,train,5,5,5.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,sensors,low,train,6,5,6.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,sensors,low,train,7,5,7.0,0.85,0.75,1.0,h10_10_10
FD002,W30_step1,10 10 10,sensors,low,train,8,5,8.0,0.8666666666666666,0.7777777777777778,1.0,h10_10_10
FD002,W30_step1,10 10 10,sensors,low,train,9,5,9.0,0.8800000000000001,0.8,1.0,h10_10_10
FD002,W30_step1,10 10 10,sensors,low,train,10,5,10.0,0.890909090909091,0.8181818181818182,1.0,h10_10_10
FD002,W30_step1,10 10 10,sensors,low,train,11,5,11.0,0.9,0.8333333333333334,1.0,h10_10_10
FD002,W30_step1,10 10 10,sensors,low,train,12,5,12.0,0.9076923076923076,0.8461538461538461,1.0,h10_10_10
FD002,W30_step1,10 10 10,sensors,low,train,13,5,13.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,sensors,low,train,14,5,14.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,sensors,low,train,15,5,15.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,sensors,low,train,16,5,16.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,sensors,low,train,17,5,17.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,sensors,low,train,18,5,18.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,sensors,low,train,19,5,19.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,sensors,low,train,20,5,20.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,windows,low,train,1,5,1.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,windows,low,train,2,5,2.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,windows,low,train,3,5,3.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,windows,low,train,4,5,4.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,windows,low,train,5,5,5.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,windows,low,train,6,5,6.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,windows,low,train,7,5,7.0,0.9,0.75,1.0,h10_10_10
FD002,W30_step1,10 10 10,windows,low,train,8,5,8.0,0.9111111111111112,0.7777777777777778,1.0,h10_10_10
FD002,W30_step1,10 10 10,windows,low,train,9,5,9.0,0.92,0.8,1.0,h10_10_10
FD002,W30_step1,10 10 10,windows,low,train,10,5,10.0,0.9272727272727274,0.8181818181818182,1.0,h10_10_10
FD002,W30_step1,10 10 10,windows,low,train,11,5,11.0,0.9333333333333332,0.8333333333333334,1.0,h10_10_10
FD002,W30_step1,10 10 10,windows,low,train,12,5,12.0,0.9384615384615383,0.8461538461538461,1.0,h10_10_10
FD002,W30_step1,10 10 10,windows,low,train,13,5,13.0,0.9428571428571428,0.8571428571428571,1.0,h10_10_10
FD002,W30_step1,10 10 10,windows,low,train,14,5,14.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,windows,low,train,15,5,15.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,windows,low,train,16,5,16.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,windows,low,train,17,5,17.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,windows,low,train,18,5,18.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,windows,low,train,19,5,19.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,windows,low,train,20,5,20.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,windows,low,train,21,5,21.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,windows,low,train,22,5,22.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,windows,low,train,23,5,23.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,windows,low,train,24,5,24.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,windows,low,train,25,5,25.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,windows,low,train,26,5,26.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,windows,low,train,27,5,27.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,windows,low,train,28,5,28.0,1.0,1.0,1.0,h10_10_10
FD002,W30_step1,10 10 10,windows,low,train,29,5,29.0,1.0,1.0,1.0,h10_10_10
FD003,W30_step1,10,sensors,low,train,1,5,1.0,0.0,0.0,0.0,h10
FD003,W30_step1,10,sensors,low,train,2,5,2.0,0.2666666666666666,0.0,1.0,h10
FD003,W30_step1,10,sensors,low,train,3,5,3.0,0.26,0.0,0.5,h10
FD003,W30_step1,10,sensors,low,train,4,5,4.0,0.3228571428571428,0.0,0.6,h10
FD003,W30_step1,10,sensors,low,train,5,5,5.0,0.3214285714285714,0.1111111111111111,0.6666666666666666,h10
FD003,W30_step1,10,sensors,low,train,6,5,6.0,0.3505194805194805,0.0909090909090909,0.7142857142857143,h10
FD003,W30_step1,10,sensors,low,train,7,5,7.0,0.3989393939393939,0.1666666666666666,0.75,h10
FD003,W30_step1,10,sensors,low,train,8,5,8.0,0.5115151515151515,0.3333333333333333,1.0,h10
FD003,W30_step1,10,sensors,low,train,9,5,9.0,0.5709090909090909,0.5,0.8,h10
FD003,W30_step1,10,sensors,low,train,10,5,10.0,0.6561771561771562,0.5384615384615384,0.8181818181818182,h10
FD003,W30_step1,10,sensors,low,train,11,5,11.0,0.7124542124542124,0.5714285714285714,0.8333333333333334,h10
FD003,W30_step1,10,sensors,low,train,12,5,12.0,0.767032967032967,0.7142857142857143,0.8461538461538461,h10
FD003,W30_step1,10,sensors,low,train,13,5,13.0,0.8219047619047618,0.7333333333333333,1.0,h10
FD003,W30_step1,10,sensors,low,train,14,5,14.0,0.9066666666666668,0.8666666666666667,1.0,h10
FD003,W30_step1,10,sensors,low,train,15,5,15.0,0.9125,0.875,1.0,h10
FD003,W30_step1,10,windows,low,train,1,5,1.0,0.6,0.0,1.0,h10
FD003,W30_step1,10,windows,low,train,2,5,2.0,0.2666666666666667,0.0,1.0,h10
FD003,W30_step1,10,windows,low,train,3,5,3.0,0.38,0.0,1.0,h10
FD003,W30_step1,10,windows,low,train,4,5,4.0,0.3438095238095238,0.0,1.0,h10
FD003,W30_step1,10,windows,low,train,5,5,5.0,0.3313492063492063,0.1111111111111111,0.6666666666666666,h10
FD003,W30_step1,10,windows,low,train,6,5,6.0,0.2938528138528139,0.0909090909090909,0.7142857142857143,h10
FD003,W30_step1,10,windows,low,train,7,5,7.0,0.3052525252525252,0.1666666666666666,0.5555555555555556,h10
FD003,W30_step1,10,windows,low,train,8,5,8.0,0.3344255744255744,0.1428571428571428,0.6,h10
FD003,W30_step1,10,windows,low,train,9,5,9.0,0.3884815184815185,0.2,0.6363636363636364,h10
FD003,W30_step1,10,windows,low,train,10,5,10.0,0.3945970695970696,0.25,0.5384615384615384,h10
FD003,W30_step1,10,windows,low,train,11,5,11.0,0.4336974789915966,0.2941176470588235,0.5714285714285714,h10
FD003,W30_step1,10,windows,low,train,12,5,12.0,0.4356862745098039,0.3333333333333333,0.6,h10
FD003,W30_step1,10,windows,low,train,13,5,13.0,0.4859554523563812,0.3,0.625,h10
FD003,W30_step1,10,windows,low,train,14,5,14.0,0.496780185758514,0.3333333333333333,0.6470588235294118,h10
FD003,W30_step1,10,windows,low,train,15,5,15.0,0.5081290181976682,0.3043478260869565,0.6666666666666666,h10
FD003,W30_step1,10,windows,low,train,16,5,16.0,0.5470571025719767,0.391304347826087,0.7777777777777778,h10
FD003,W30_step1,10,windows,low,train,17,5,17.0,0.5613932558669401,0.4166666666666667,0.7894736842105263,h10
FD003,W30_step1,10,windows,low,train,18,5,18.0,0.5776950875211745,0.44,0.7142857142857143,h10
FD003,W30_step1,10,windows,low,train,19,5,19.0,0.5951970203709335,0.4615384615384615,0.7272727272727273,h10
FD003,W30_step1,10,windows,low,train,20,5,20.0,0.6202995394299742,0.4814814814814814,0.8181818181818182,h10
FD003,W30_step1,10,windows,low,train,21,5,21.0,0.6728498699368266,0.5,0.8260869565217391,h10
FD003,W30_step1,10,windows,low,train,22,5,22.0,0.7031599511599511,0.5714285714285714,0.8333333333333334,h10
FD003,W30_step1,10,windows,low,train,23,5,23.0,0.7459967439967441,0.6428571428571429,0.84,h10
FD003,W30_step1,10,windows,low,train,24,5,24.0,0.7610711127952507,0.6551724137931034,0.8461538461538461,h10
FD003,W30_step1,10,windows,low,train,25,5,25.0,0.7738551359241015,0.7241379310344828,0.8518518518518519,h10
FD003,W30_step1,10,windows,low,train,26,5,26.0,0.8251231527093597,0.7931034482758621,0.8571428571428571,h10
FD003,W30_step1,10,windows,low,train,27,5,27.0,0.8625123152709359,0.8,0.9285714285714286,h10
FD003,W30_step1,10,windows,low,train,28,5,28.0,0.8859770114942529,0.8666666666666667,0.9310344827586208,h10
FD003,W30_step1,10,windows,low,train,29,5,29.0,0.94,0.9333333333333332,1.0,h10
FD003,W30_step1,10 10,sensors,low,train,1,5,1.0,0.1,0.0,1.0,h10_10
FD003,W30_step1,10 10,sensors,low,train,2,5,2.0,0.1,0.0,0.3333333333333333,h10_10
FD003,W30_step1,10 10,sensors,low,train,3,5,3.0,0.12,0.0,0.2,h10_10
FD003,W30_step1,10 10,sensors,low,train,4,5,4.0,0.1904761904761904,0.0,0.3333333333333333,h10_10
FD003,W30_step1,10 10,sensors,low,train,5,5,5.0,0.3492063492063492,0.1111111111111111,0.6666666666666666,h10_10
FD003,W30_step1,10 10,sensors,low,train,6,5,6.0,0.37,0.2,0.5,h10_10
FD003,W30_step1,10 10,sensors,low,train,7,5,7.0,0.4661111111111111,0.4,0.75,h10_10
FD003,W30_step1,10 10,sensors,low,train,8,5,8.0,0.5329292929292928,0.3333333333333333,0.7777777777777778,h10_10
FD003,W30_step1,10 10,sensors,low,train,9,5,9.0,0.5341958041958041,0.3846153846153846,0.8,h10_10
FD003,W30_step1,10 10,sensors,low,train,10,5,10.0,0.5957375957375958,0.4285714285714285,0.8181818181818182,h10_10
FD003,W30_step1,10 10,sensors,low,train,11,5,11.0,0.6475824175824176,0.4666666666666667,0.8333333333333334,h10_10
FD003,W30_step1,10 10,sensors,low,train,12,5,12.0,0.7292307692307691,0.6,0.8461538461538461,h10_10
FD003,W30_step1,10 10,sensors,low,train,13,5,13.0,0.8342857142857142,0.7333333333333333,1.0,h10_10
FD003,W30_step1,10 10,sensors,low,train,14,5,14.0,0.8933333333333333,0.8666666666666667,1.0,h10_10
FD003,W30_step1,10 10,sensors,low,train,15,5,15.0,0.9,0.875,1.0,h10_10
FD003,W30_step1,10 10,windows,low,train,1,5,1.0,0.1,0.0,1.0,h10_10
FD003,W30_step1,10 10,windows,low,train,2,5,2.0,0.1333333333333333,0.0,0.3333333333333333,h10_10
FD003,W30_step1,10 10,windows,low,train,3,5,3.0,0.15,0.0,0.5,h10_10
FD003,W30_step1,10 10,windows,low,train,4,5,4.0,0.1504761904761904,0.0,0.6,h10_10
FD003,W30_step1,10 10,windows,low,train,5,5,5.0,0.1595238095238095,0.0,0.4285714285714285,h10_10
FD003,W30_step1,10 10,windows,low,train,6,5,6.0,0.1872727272727272,0.0,0.3333333333333333,h10_10
FD003,W30_step1,10 10,windows,low,train,7,5,7.0,0.2173892773892773,0.0,0.4,h10_10
FD003,W30_step1,10 10,windows,low,train,8,5,8.0,0.2378021978021978,0.0666666666666666,0.3333333333333333,h10_10
FD003,W30_step1,10 10,windows,low,train,9,5,9.0,0.2600581771170006,0.0588235294117647,0.5,h10_10
FD003,W30_step1,10 10,windows,low,train,10,5,10.0,0.2803221288515406,0.1764705882352941,0.4285714285714285,h10_10
FD003,W30_step1,10 10,windows,low,train,11,5,11.0,0.3348142414860681,0.1578947368421052,0.4666666666666667,h10_10
FD003,W30_step1,10 10,windows,low,train,12,5,12.0,0.4006707946336429,0.2631578947368421,0.5,h10_10
FD003,W30_step1,10 10,windows,low,train,13,5,13.0,0.4583410732714138,0.3,0.625,h10_10
FD003,W30_step1,10 10,windows,low,train,14,5,14.0,0.4702923976608187,0.3333333333333333,0.5555555555555556,h10_10
FD003,W30_step1,10 10,windows,low,train,15,5,15.0,0.4816017316017316,0.3636363636363636,0.6666666666666666,h10_10
FD003,W30_step1,10 10,windows,low,train,16,5,16.0,0.4863356018504759,0.391304347826087,0.6842105263157895,h10_10
FD003,W30_step1,10 10,windows,low,train,17,5,17.0,0.4699544513457557,0.36,0.6190476190476191,h10_10
FD003,W30_step1,10 10,windows,low,train,18,5,18.0,0.509201581027668,0.44,0.6363636363636364,h10_10
FD003,W30_step1,10 10,windows,low,train,19,5,19.0,0.5224994425863991,0.4615384615384615,0.6521739130434783,h10_10
FD003,W30_step1,10 10,windows,low,train,20,5,20.0,0.5594401090053263,0.4814814814814814,0.7391304347826086,h10_10
FD003,W30_step1,10 10,windows,low,train,21,5,21.0,0.5942820512820512,0.5,0.75,h10_10
FD003,W30_step1,10 10,windows,low,train,22,5,22.0,0.6634310134310135,0.5714285714285714,0.8333333333333334,h10_10
FD003,W30_step1,10 10,windows,low,train,23,5,23.0,0.6933581743926571,0.5862068965517241,0.7692307692307693,h10_10
FD003,W30_step1,10 10,windows,low,train,24,5,24.0,0.7100821018062397,0.6,0.7777777777777778,h10_10
FD003,W30_step1,10 10,windows,low,train,25,5,25.0,0.7566593687283343,0.6666666666666666,0.8518518518518519,h10_10
FD003,W30_step1,10 10,windows,low,train,26,5,26.0,0.7884072249589491,0.7333333333333333,0.8571428571428571,h10_10
FD003,W30_step1,10 10,windows,low,train,27,5,27.0,0.8186206896551724,0.8,0.8620689655172413,h10_10
FD003,W30_step1,10 10,windows,low,train,28,5,28.0,0.8731034482758622,0.8666666666666667,0.9310344827586208,h10_10
FD003,W30_step1,10 10,windows,low,train,29,5,29.0,0.9333333333333332,0.9333333333333332,0.9333333333333332,h10_10
