dataset,window_tag,hidden,mode,bin,draw_source,n0_value,n_runs,mean_selected_count,mean_pairwise_jaccard,min_pairwise_jaccard,max_pairwise_jaccard,hidden_tag
FD003,W30_step1,10 10 10,sensors,low,train,1,5,1.0,0.3,0.0,1.0,h10_10_10
FD003,W30_step1,10 10 10,sensors,low,train,2,5,2.0,0.4,0.0,1.0,h10_10_10
FD003,W30_step1,10 10 10,sensors,low,train,3,5,3.0,0.4599999999999999,0.2,1.0,h10_10_10
FD003,W30_step1,10 10 10,sensors,low,train,4,5,4.0,0.4876190476190475,0.1428571428571428,1.0,h10_10_10
FD003,W30_step1,10 10 10,sensors,low,train,5,5,5.0,0.3869047619047618,0.25,0.6666666666666666,h10_10_10
FD003,W30_step1,10 10 10,sensors,low,train,6,5,6.0,0.438095238095238,0.3333333333333333,0.7142857142857143,h10_10_10
FD003,W30_step1,10 10 10,sensors,low,train,7,5,7.0,0.4777777777777777,0.4,0.5555555555555556,h10_10_10
FD003,W30_step1,10 10 10,sensors,low,train,8,5,8.0,0.5175757575757575,0.3333333333333333,0.6,h10_10_10
FD003,W30_step1,10 10 10,sensors,low,train,9,5,9.0,0.6145454545454546,0.5,0.8,h10_10_10
FD003,W30_step1,10 10 10,sensors,low,train,10,5,10.0,0.6864801864801865,0.5384615384615384,0.8181818181818182,h10_10_10
FD003,W30_step1,10 10 10,sensors,low,train,11,5,11.0,0.6983516483516483,0.5714285714285714,0.8333333333333334,h10_10_10
FD003,W30_step1,10 10 10,sensors,low,train,12,5,12.0,0.7802197802197803,0.7142857142857143,0.8461538461538461,h10_10_10
FD003,W30_step1,10 10 10,sensors,low,train,13,5,13.0,0.8628571428571428,0.7333333333333333,1.0,h10_10_10
FD003,W30_step1,10 10 10,sensors,low,train,14,5,14.0,0.8933333333333333,0.8666666666666667,1.0,h10_10_10
FD003,W30_step1,10 10 10,sensors,low,train,15,5,15.0,0.95,0.875,1.0,h10_10_10
FD003,W30_step1,10 10 10,windows,low,train,1,5,1.0,0.4,0.0,1.0,h10_10_10
FD003,W30_step1,10 10 10,windows,low,train,2,5,2.0,0.1333333333333333,0.0,0.3333333333333333,h10_10_10
FD003,W30_step1,10 10 10,windows,low,train,3,5,3.0,0.2,0.0,1.0,h10_10_10
FD003,W30_step1,10 10 10,windows,low,train,4,5,4.0,0.179047619047619,0.0,0.6,h10_10_10
FD003,W30_step1,10 10 10,windows,low,train,5,5,5.0,0.1734126984126984,0.0,0.4285714285714285,h10_10_10
FD003,W30_step1,10 10 10,windows,low,train,6,5,6.0,0.243030303030303,0.0909090909090909,0.5,h10_10_10
FD003,W30_step1,10 10 10,windows,low,train,7,5,7.0,0.2399300699300699,0.0769230769230769,0.4,h10_10_10
FD003,W30_step1,10 10 10,windows,low,train,8,5,8.0,0.2454212454212454,0.1428571428571428,0.3333333333333333,h10_10_10
FD003,W30_step1,10 10 10,windows,low,train,9,5,9.0,0.2896703296703296,0.2,0.3846153846153846,h10_10_10
FD003,W30_step1,10 10 10,windows,low,train,10,5,10.0,0.3598631760396467,0.1764705882352941,0.5384615384615384,h10_10_10
FD003,W30_step1,10 10 10,windows,low,train,11,5,11.0,0.3570774976657329,0.2222222222222222,0.5714285714285714,h10_10_10
FD003,W30_step1,10 10 10,windows,low,train,12,5,12.0,0.3716511867905057,0.2,0.5,h10_10_10
FD003,W30_step1,10 10 10,windows,low,train,13,5,13.0,0.4343378052975575,0.3,0.5294117647058824,h10_10_10
FD003,W30_step1,10 10 10,windows,low,train,14,5,14.0,0.4830897207367796,0.2727272727272727,0.6470588235294118,h10_10_10
FD003,W30_step1,10 10 10,windows,low,train,15,5,15.0,0.528343586238323,0.3636363636363636,0.6666666666666666,h10_10_10
FD003,W30_step1,10 10 10,windows,low,train,16,5,16.0,0.5894888736994,0.4545454545454545,0.7777777777777778,h10_10_10
FD003,W30_step1,10 10 10,windows,low,train,17,5,17.0,0.6178477319781669,0.4166666666666667,0.7,h10_10_10
FD003,W30_step1,10 10 10,windows,low,train,18,5,18.0,0.664601919819311,0.5,0.8,h10_10_10
FD003,W30_step1,10 10 10,windows,low,train,19,5,19.0,0.6716781479390175,0.52,0.8095238095238095,h10_10_10
FD003,W30_step1,10 10 10,windows,low,train,20,5,20.0,0.7047957839262187,0.6,0.8181818181818182,h10_10_10
FD003,W30_step1,10 10 10,windows,low,train,21,5,21.0,0.703702712746191,0.5555555555555556,0.8260869565217391,h10_10_10
FD003,W30_step1,10 10 10,windows,low,train,22,5,22.0,0.7271566951566951,0.6296296296296297,0.76,h10_10_10
FD003,W30_step1,10 10 10,windows,low,train,23,5,23.0,0.7591583231583232,0.6428571428571429,0.84,h10_10_10
FD003,W30_step1,10 10 10,windows,low,train,24,5,24.0,0.7748554587175277,0.6551724137931034,0.92,h10_10_10
FD003,W30_step1,10 10 10,windows,low,train,25,5,25.0,0.79410691479657,0.6666666666666666,0.8518518518518519,h10_10_10
FD003,W30_step1,10 10 10,windows,low,train,26,5,26.0,0.8388323298668127,0.7333333333333333,0.925925925925926,h10_10_10
FD003,W30_step1,10 10 10,windows,low,train,27,5,27.0,0.8629556650246306,0.8,0.9285714285714286,h10_10_10
FD003,W30_step1,10 10 10,windows,low,train,28,5,28.0,0.8859770114942529,0.8666666666666667,0.9310344827586208,h10_10_10
FD003,W30_step1,10 10 10,windows,low,train,29,5,29.0,0.94,0.9333333333333332,1.0,h10_10_10
FD004,W30_step1,10,sensors,low,train,1,5,1.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,sensors,low,train,2,5,2.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,sensors,low,train,3,5,3.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,sensors,low,train,4,5,4.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,sensors,low,train,5,5,5.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,sensors,low,train,6,5,6.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,sensors,low,train,7,5,7.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,sensors,low,train,8,5,8.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,sensors,low,train,9,5,9.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,sensors,low,train,10,5,10.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,sensors,low,train,11,5,11.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,sensors,low,train,12,5,12.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,sensors,low,train,13,5,13.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,sensors,low,train,14,5,14.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,sensors,low,train,15,5,15.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,sensors,low,train,16,5,16.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,sensors,low,train,17,5,17.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,sensors,low,train,18,5,18.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,sensors,low,train,19,5,19.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,sensors,low,train,20,5,20.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,windows,low,train,1,5,1.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,windows,low,train,2,5,2.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,windows,low,train,3,5,3.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,windows,low,train,4,5,4.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,windows,low,train,5,5,5.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,windows,low,train,6,5,6.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,windows,low,train,7,5,7.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,windows,low,train,8,5,8.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,windows,low,train,9,5,9.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,windows,low,train,10,5,10.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,windows,low,train,11,5,11.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,windows,low,train,12,5,12.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,windows,low,train,13,5,13.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,windows,low,train,14,5,14.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,windows,low,train,15,5,15.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,windows,low,train,16,5,16.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,windows,low,train,17,5,17.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,windows,low,train,18,5,18.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,windows,low,train,19,5,19.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,windows,low,train,20,5,20.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,windows,low,train,21,5,21.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,windows,low,train,22,5,22.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,windows,low,train,23,5,23.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,windows,low,train,24,5,24.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,windows,low,train,25,5,25.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,windows,low,train,26,5,26.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,windows,low,train,27,5,27.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,windows,low,train,28,5,28.0,1.0,1.0,1.0,h10
FD004,W30_step1,10,windows,low,train,29,5,29.0,1.0,1.0,1.0,h10
FD004,W30_step1,10 10,sensors,low,train,1,5,1.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,sensors,low,train,2,5,2.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,sensors,low,train,3,5,3.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,sensors,low,train,4,5,4.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,sensors,low,train,5,5,5.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,sensors,low,train,6,5,6.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,sensors,low,train,7,5,7.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,sensors,low,train,8,5,8.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,sensors,low,train,9,5,9.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,sensors,low,train,10,5,10.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,sensors,low,train,11,5,11.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,sensors,low,train,12,5,12.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,sensors,low,train,13,5,13.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,sensors,low,train,14,5,14.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,sensors,low,train,15,5,15.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,sensors,low,train,16,5,16.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,sensors,low,train,17,5,17.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,sensors,low,train,18,5,18.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,sensors,low,train,19,5,19.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,sensors,low,train,20,5,20.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,windows,low,train,1,5,1.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,windows,low,train,2,5,2.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,windows,low,train,3,5,3.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,windows,low,train,4,5,4.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,windows,low,train,5,5,5.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,windows,low,train,6,5,6.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,windows,low,train,7,5,7.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,windows,low,train,8,5,8.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,windows,low,train,9,5,9.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,windows,low,train,10,5,10.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,windows,low,train,11,5,11.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,windows,low,train,12,5,12.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,windows,low,train,13,5,13.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,windows,low,train,14,5,14.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,windows,low,train,15,5,15.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,windows,low,train,16,5,16.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,windows,low,train,17,5,17.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,windows,low,train,18,5,18.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,windows,low,train,19,5,19.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,windows,low,train,20,5,20.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,windows,low,train,21,5,21.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,windows,low,train,22,5,22.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,windows,low,train,23,5,23.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,windows,low,train,24,5,24.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,windows,low,train,25,5,25.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,windows,low,train,26,5,26.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,windows,low,train,27,5,27.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,windows,low,train,28,5,28.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10,windows,low,train,29,5,29.0,1.0,1.0,1.0,h10_10
FD004,W30_step1,10 10 10,sensors,low,train,1,5,1.0,0.3,0.0,1.0,h10_10_10
FD004,W30_step1,10 10 10,sensors,low,train,2,5,2.0,0.4,0.0,1.0,h10_10_10
FD004,W30_step1,10 10 10,sensors,low,train,3,5,3.0,0.3,0.0,0.5,h10_10_10
FD004,W30_step1,10 10 10,sensors,low,train,4,5,4.0,0.3295238095238095,0.1428571428571428,0.6,h10_10_10
FD004,W30_step1,10 10 10,sensors,low,train,5,5,5.0,0.367063492063492,0.1111111111111111,0.6666666666666666,h10_10_10
FD004,W30_step1,10 10 10,sensors,low,train,6,5,6.0,0.3866666666666666,0.2,0.5,h10_10_10
FD004,W30_step1,10 10 10,sensors,low,train,7,5,7.0,0.465050505050505,0.2727272727272727,0.5555555555555556,h10_10_10
FD004,W30_step1,10 10 10,sensors,low,train,8,5,8.0,0.5006060606060605,0.3333333333333333,0.6,h10_10_10
FD004,W30_step1,10 10 10,sensors,low,train,9,5,9.0,0.5845454545454546,0.5,0.8,h10_10_10
FD004,W30_step1,10 10 10,sensors,low,train,10,5,10.0,0.6043956043956045,0.4285714285714285,0.6666666666666666,h10_10_10
FD004,W30_step1,10 10 10,sensors,low,train,11,5,11.0,0.6158516483516483,0.375,0.8333333333333334,h10_10_10
FD004,W30_step1,10 10 10,sensors,low,train,12,5,12.0,0.6525641025641025,0.3333333333333333,1.0,h10_10_10
FD004,W30_step1,10 10 10,sensors,low,train,13,5,13.0,0.6785974740773503,0.3684210526315789,1.0,h10_10_10
FD004,W30_step1,10 10 10,sensors,low,train,14,5,14.0,0.696812865497076,0.4,1.0,h10_10_10
FD004,W30_step1,10 10 10,sensors,low,train,15,5,15.0,0.75015479876161,0.5,1.0,h10_10_10
FD004,W30_step1,10 10 10,sensors,low,train,16,5,16.0,0.7811764705882351,0.6,1.0,h10_10_10
FD004,W30_step1,10 10 10,sensors,low,train,17,5,17.0,0.8799999999999999,0.7,1.0,h10_10_10
FD004,W30_step1,10 10 10,sensors,low,train,18,5,18.0,0.8607518796992482,0.7142857142857143,1.0,h10_10_10
FD004,W30_step1,10 10 10,sensors,low,train,19,5,19.0,0.8738095238095237,0.8095238095238095,1.0,h10_10_10
FD004,W30_step1,10 10 10,sensors,low,train,20,5,20.0,0.923809523809524,0.9047619047619048,1.0,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,1,5,1.0,0.2,0.0,1.0,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,2,5,2.0,0.1,0.0,0.3333333333333333,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,3,5,3.0,0.1,0.0,0.2,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,4,5,4.0,0.0714285714285714,0.0,0.1428571428571428,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,5,5,5.0,0.0666666666666666,0.0,0.1111111111111111,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,6,5,6.0,0.1036363636363636,0.0,0.2,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,7,5,7.0,0.1353146853146853,0.0,0.2727272727272727,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,8,5,8.0,0.1715750915750915,0.0666666666666666,0.2307692307692307,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,9,5,9.0,0.1965966386554621,0.0588235294117647,0.2857142857142857,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,10,5,10.0,0.2255368814192343,0.1111111111111111,0.4285714285714285,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,11,5,11.0,0.2404136566907465,0.1,0.375,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,12,5,12.0,0.2595488721804511,0.1428571428571428,0.3333333333333333,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,13,5,13.0,0.2771041239462292,0.1818181818181818,0.3684210526315789,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,14,5,14.0,0.3168906455862977,0.217391304347826,0.4,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,15,5,15.0,0.3438170525127046,0.25,0.5,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,16,5,16.0,0.3600963674007152,0.28,0.5238095238095238,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,17,5,17.0,0.3959813519813519,0.3076923076923077,0.5454545454545454,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,18,5,18.0,0.4201627647714604,0.3333333333333333,0.5652173913043478,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,19,5,19.0,0.4696581196581196,0.4074074074074074,0.5833333333333334,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,20,5,20.0,0.5061050061050061,0.4285714285714285,0.6666666666666666,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,21,5,21.0,0.5688547008547008,0.5,0.68,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,22,5,22.0,0.6134660996729963,0.5172413793103449,0.6923076923076923,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,23,5,23.0,0.6506687437721921,0.5862068965517241,0.7692307692307693,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,24,5,24.0,0.6978215654077723,0.6,0.7777777777777778,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,25,5,25.0,0.7315727057106368,0.6666666666666666,0.8518518518518519,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,26,5,26.0,0.7769275679620508,0.7333333333333333,0.925925925925926,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,27,5,27.0,0.819064039408867,0.8,0.9285714285714286,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,28,5,28.0,0.8731034482758622,0.8666666666666667,0.9310344827586208,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,29,5,29.0,0.94,0.9333333333333332,1.0,h10_10_10
